subjectID,list_number,tar_name,voice_type,comp_type,has_comp,upper_left,upper_right,lower_left,lower_right,clicked,correct,AudioPlayedTime,TapTime,RT
45,5,Shirt,mens,womens,competitor,shirt_mens.jpg,shirt_womens.jpg,Distractors/frenchhorn.jpg,Distractors/mushroom.jpg,upperLeft,upperLeft,6.654444444444445,8.904852607709751,2.2504081632653063
45,5,Clock,mens,womens,no_competitor,Distractors/bee.jpg,Distractors/celery.jpg,clock_mens.jpg,Distractors/drum.jpg,lowerLeft,lowerLeft,10.166462585034013,29.95374149659864,19.787278911564627
45,5,Scissors,mens,womens,competitor,Distractors/snail.jpg,scissors_mens.jpg,Distractors/tree.jpg,scissors_womens.jpg,lowerLeft,upperRight,31.2153514739229,29.971156462585036,-1.2441950113378653
45,5,Watch,mens,womens,no_competitor,Distractors/banana.jpg,Distractors/cow.jpg,Distractors/violin.jpg,watch_mens.jpg,lowerRight,lowerRight,31.226961451247167,33.41931972789116,2.19235827664399
45,5,Bike,mens,womens,competitor,bike_womens.jpg,Distractors/stone.jpg,bike_mens.jpg,Distractors/accordion.jpg,lowerLeft,lowerLeft,34.68092970521542,36.902312925170065,2.221383219954646
45,5,Pajamas,mens,womens,competitor,pajamas_womens.jpg,pajamas_mens.jpg,Distractors/apple.jpg,Distractors/cricket.jpg,upperLeft,upperRight,38.16392290249433,40.187936507936506,2.0240136054421782
45,5,Gloves,mens,womens,no_competitor,Distractors/ant.jpg,Distractors/board.jpg,Distractors/crutch.jpg,gloves_mens.jpg,lowerRight,lowerRight,41.44954648526077,44.22240362811792,2.7728571428571485
45,5,Hat,mens,womens,no_competitor,hat_mens.jpg,Distractors/eggplant.jpg,Distractors/door.jpg,Distractors/fork.jpg,upperLeft,upperLeft,45.48401360544218,49.05795918367347,3.5739455782312888
45,5,Socks,mens,womens,competitor,socks_mens.jpg,Distractors/babycarriage.jpg,socks_womens.jpg,Distractors/mouse.jpg,upperLeft,upperLeft,50.3137641723356,52.320362811791384,2.006598639455781
45,5,Glasses,mens,womens,no_competitor,Distractors/giraffe.jpg,glasses_mens.jpg,Distractors/kettle.jpg,Distractors/pot.jpg,upperRight,upperRight,53.581972789115646,55.20544217687075,1.623469387755101
45,5,Boot,mens,womens,competitor,Distractors/potato.jpg,Distractors/trumpet.jpg,boot_womens.jpg,boot_mens.jpg,lowerRight,lowerRight,56.46705215419501,59.37342403628118,2.9063718820861695
45,5,Swimsuit,mens,womens,no_competitor,Distractors/jar.jpg,Distractors/frog.jpg,swimsuit_mens.jpg,Distractors/hay.jpg,lowerLeft,lowerLeft,60.63503401360544,62.95510204081633,2.320068027210887
45,5,Car,womens,mens,competitor,car_mens.jpg,car_womens.jpg,Distractors/earthworm.jpg,Distractors/dice.jpg,upperLeft,upperRight,68.41371882086167,70.54222222222222,2.128503401360547
45,5,Lamp,womens,mens,no_competitor,Distractors/cymbals.jpg,Distractors/axe.jpg,Distractors/ambulance.jpg,lamp_womens.jpg,lowerRight,lowerRight,71.80383219954649,75.19201814058957,3.3881859410430764
45,5,Sweater,womens,mens,no_competitor,Distractors/acorn.jpg,sweater_womens.jpg,Distractors/stoplight.jpg,Distractors/arrows.jpg,upperRight,upperRight,76.45362811791384,79.53995464852608,3.08632653061224
45,5,Ring,womens,mens,competitor,Distractors/barbell.jpg,ring_womens.jpg,Distractors/garbagecan.jpg,ring_mens.jpg,upperRight,upperRight,80.80156462585035,82.8604081632653,2.0588435374149583
45,5,Swimsuit,womens,mens,no_competitor,Distractors/sponge.jpg,Distractors/sousaphone.jpg,Distractors/cot.jpg,swimsuit_womens.jpg,lowerRight,lowerRight,84.12201814058957,86.36081632653061,2.238798185941036
45,5,Coat,womens,mens,competitor,Distractors/birdbath.jpg,Distractors/pail.jpg,coat_mens.jpg,coat_womens.jpg,lowerRight,lowerRight,87.62242630385488,89.72770975056689,2.105283446712008
45,5,Belt,womens,mens,competitor,belt_mens.jpg,Distractors/sheep.jpg,belt_womens.jpg,Distractors/flag.jpg,lowerLeft,lowerLeft,90.98931972789116,92.79854875283446,1.8092290249433063
45,5,Chair,womens,mens,competitor,Distractors/brannockdevice.jpg,Distractors/anchor.jpg,chair_womens.jpg,chair_mens.jpg,lowerLeft,lowerLeft,94.06015873015873,95.9912925170068,1.931133786848065
45,5,Mug,womens,mens,no_competitor,mug_womens.jpg,Distractors/ball.jpg,Distractors/nut.jpg,Distractors/dart.jpg,upperLeft,upperLeft,97.24709750566893,99.24208616780045,1.9949886621315187
45,5,Pants,womens,mens,no_competitor,Distractors/mixer.jpg,Distractors/badger.jpg,pants_womens.jpg,Distractors/flashdrive.jpg,lowerLeft,lowerLeft,100.50369614512472,104.4085260770975,3.9048299319727846
45,5,Sofa,womens,mens,no_competitor,Distractors/beans.jpg,sofa_womens.jpg,Distractors/raccoon.jpg,Distractors/barn.jpg,upperRight,upperRight,105.67013605442177,108.00761904761904,2.33748299319727
45,5,Desk,womens,mens,competitor,desk_womens.jpg,desk_mens.jpg,Distractors/bikepump.jpg,Distractors/cookie.jpg,upperLeft,upperLeft,109.26922902494331,111.50802721088435,2.238798185941036